     Name     Flow rate       Diameter Gen Lb
  exit_264  2.811612E-04  6.762206E-04  12  2
  exit_265  2.523337E-04  6.849010E-04  12  2
  exit_267  5.218936E-04  3.416716E-04  12  2
  exit_270  1.801658E-04  3.681594E-04  13  2
  exit_271  1.156003E-04  2.675028E-04  13  2
  exit_272  2.293635E-04  3.229882E-04  13  2
  exit_274  2.801294E-04  3.238924E-04  13  2
  exit_276  6.340520E-05  5.461872E-04  13  2
  exit_277  5.585963E-05  2.310940E-04  14  2
  exit_280  2.417275E-04  3.933734E-04  14  2
  exit_281  3.840184E-05  3.367316E-04  14  2
  exit_282  5.233404E-05  4.454202E-04  14  2
  exit_284  8.404944E-05  9.308242E-04  15  2
  exit_285  8.058589E-05  3.905604E-04  15  2
  exit_286  4.785680E-05  3.794950E-04  15  2
  exit_288  6.752185E-05  1.651957E-04  16  2
  exit_290  5.272594E-05  3.862744E-04  17  2
  exit_291  1.479591E-05  3.681498E-04  18  2
  exit_292  1.447630E-05  2.385008E-04  18  2
  exit_294  7.068635E-03  1.706467E-03   5  3
  exit_295  4.697026E-03  1.433073E-03   5  3
  exit_298  7.834898E-03  1.068274E-03   6  3
  exit_300  3.041871E-03  1.239320E-03   6  3
  exit_302  6.617695E-03  1.330301E-03   6  3
  exit_303  1.592026E-03  1.201385E-03   7  3
  exit_305  5.810316E-03  1.061397E-03   7  3
  exit_307  1.995931E-03  1.487833E-03   7  3
  exit_309  2.544701E-03  1.132322E-03   8  3
  exit_311  1.879784E-03  1.111294E-03   8  3
  exit_313  8.508583E-04  1.750492E-03   8  3
  exit_315  1.554793E-03  8.892974E-04   9  3
  exit_318  3.941042E-04  7.823186E-04   9  3
  exit_320  1.072539E-03  1.101721E-03   9  3
  exit_322  9.395520E-04  8.289726E-04  10  3
  exit_323  4.316037E-04  7.651144E-04  10  3
  exit_325  2.629309E-04  1.561692E-03  10  3
  exit_327  5.879151E-04  7.915498E-04  11  3
  exit_329  7.313412E-04  4.281924E-04  11  3
  exit_332  4.521924E-04  6.495582E-04  11  3
  exit_334  4.536238E-04  7.771682E-04  12  3
  exit_336  1.523663E-04  5.107952E-04  12  3
  exit_337  3.688569E-05  8.292100E-04  12  3
  exit_339  1.690697E-04  5.860002E-04  13  3
  exit_342  1.153336E-04  5.107006E-04  13  3
  exit_344  1.453087E-04  5.278096E-04  13  3
  exit_345  2.376095E-05  6.954568E-04  14  3
  exit_347  1.411568E-04  4.934108E-04  14  3
  exit_348  8.528030E-05  5.210204E-04  14  3
  exit_350  1.174028E-04  4.967586E-04  15  3
  exit_353  8.017399E-05  4.452154E-04  15  3
  exit_354  3.722889E-05  4.590494E-04  16  3
  exit_356  6.748352E-05  5.587352E-04  16  3
  exit_358  3.662351E-05  4.763182E-04  17  3
  exit_361  1.877376E-05  5.025314E-04  17  3
  exit_362  1.784974E-05  5.125592E-04  18  3
  exit_363  1.948664E-05  2.763956E-04  18  3
  exit_364  2.470809E-05  4.944904E-04  18  3
  exit_365  3.239696E-06  3.825208E-04  18  3
  exit_367  2.426429E-02  1.574921E-03   6  4
  exit_368  9.875540E-03  2.228350E-03   6  4
  exit_370  1.236995E-02  1.628737E-03   7  4
  exit_373  8.815007E-03  2.394786E-03   7  4
  exit_374  3.554947E-03  1.973726E-03   8  4
  exit_377  3.390891E-03  2.254676E-03   8  4
  exit_379  1.715761E-03  1.359195E-03   9  4
  exit_380  5.429953E-03  1.510698E-03   9  4
  exit_382  2.475984E-03  1.118463E-03  10  4
  exit_385  1.798682E-03  1.550463E-03  10  4
  exit_387  5.079022E-04  7.699818E-04  11  4
  exit_389  1.309090E-03  1.259920E-03  11  4
  exit_390  4.895926E-04  1.026463E-03  12  4
  exit_392  3.125473E-04  1.545823E-03  12  4
  exit_394  8.485035E-04  6.645160E-04  13  4
  exit_396  7.760611E-05  1.348113E-03  13  4
  exit_398  5.719465E-04  4.624754E-04  14  4
  exit_399  5.508932E-05  6.671702E-04  14  4
  exit_401  4.948303E-04  7.403534E-04  14  4
  exit_403  2.201156E-04  8.909170E-04  15  4
  exit_404  2.747146E-04  5.640502E-04  16  4
  exit_406  1.765519E-04  8.203744E-04  17  4
  exit_408  4.951109E-05  4.929544E-04  18  4
  exit_410  4.951057E-05  3.892346E-04  19  4
  exit_413  3.171982E-05  5.086778E-04  20  4
  exit_414  5.209686E-10  5.319486E-04  21  4
  exit_415  1.686191E-05  5.312858E-04  21  4
  exit_416  1.485792E-05  6.732064E-04   7  5
  exit_418  8.661658E-03  9.636984E-04   7  5
  exit_420  1.043114E-02  2.262056E-03   8  5
  exit_422  8.854508E-03  2.819116E-03   8  5
  exit_425  1.033169E-02  1.035620E-03   9  5
  exit_427  5.146658E-03  3.774308E-04   8  5
  exit_428  3.515001E-03  8.587364E-04   8  5
  exit_431  5.240577E-03  8.498648E-04   9  5
  exit_433  1.648767E-02  1.508397E-03   9  5
  exit_434  1.165048E-02  1.990324E-03  10  5
  exit_436  3.336229E-03  4.969152E-04   9  5
  exit_438  3.100132E-03  5.411650E-04   9  5
  exit_441  3.498845E-03  1.007017E-03  10  5
  exit_442  1.741732E-03  1.580038E-03  10  5
  exit_444  1.241794E-02  6.079670E-04  11  5
  exit_446  2.074466E-03  4.550134E-04  10  5
  exit_448  1.915157E-03  1.046002E-03  10  5
  exit_450  1.364611E-03  5.719118E-04  11  5
  exit_453  5.512279E-03  1.702942E-03  11  5
  exit_455  7.268058E-04  4.429900E-04  12  5
  exit_457  1.230468E-03  5.385804E-04  11  5
  exit_458  6.846892E-04  4.549246E-04  11  5
  exit_460  5.890646E-04  2.909640E-04  12  5
  exit_463  1.911297E-03  1.479602E-03  12  5
  exit_464  3.600983E-03  4.978428E-04  13  5
  exit_467  2.813455E-04  3.708854E-04  12  5
  exit_468  9.491224E-04  3.859520E-04  12  5
  exit_470  3.403395E-04  7.488318E-04  13  5
  exit_473  7.213507E-04  9.430850E-04  13  5
  exit_475  1.722969E-04  2.999318E-04  14  5
  exit_476  3.768451E-04  4.192968E-04  13  5
  exit_479  1.732106E-04  2.783052E-04  13  5
  exit_481  2.014396E-04  4.294812E-04  14  5
  exit_482  2.207175E-04  6.642178E-04  14  5
  exit_484  5.735993E-04  3.249054E-04  15  5
  exit_487  7.700944E-05  3.142956E-04  14  5
  exit_489  1.345146E-04  3.621000E-04  14  5
  exit_491  1.586459E-04  2.023608E-04  15  5
  exit_492  4.279368E-05  3.471078E-04  15  5
  exit_495  7.849570E-05  3.723818E-04  16  5
  exit_496  6.260302E-05  2.472286E-04  15  5
  exit_499  8.831064E-05  3.431308E-04  15  5
  exit_500  4.620398E-05  5.456546E-04  16  5
  exit_501  1.227012E-04  5.923348E-04  16  5
  exit_503  2.786967E-04  6.551814E-04  16  5
  exit_504  2.745169E-04  4.138496E-04  17  5
  exit_505  4.656234E-05  4.538152E-04  17  5
  exit_506  3.193333E-05  4.101098E-04  16  5
  exit_507  2.535789E-05  4.457214E-04  16  5
  exit_508  2.838250E-05  3.009234E-04  16  5
  exit_509  4.909821E-05  2.310618E-04  16  5
  exit_511  2.324195E-04  2.774330E-04  17  5
  exit_513  1.959775E-04  4.462706E-04  18  5
  exit_514  3.644209E-05  3.402446E-04  19  5
  exit_516  1.221540E-04  2.313338E-04  20  5
  exit_518  8.358476E-05  1.791330E-04  21  5
  exit_519  5.824502E-05  3.043582E-04  21  5
